,activity_id,join_date,userid,weight,feedback
192,434666,2024-06-24T19:23:59.226168Z,4456,8.0,"there were a lot of bread thatcollected 
 have a chance to involve in saving food in leuven"
193,431890,2024-06-29T14:11:11.824435Z,2834,0.0,"a pack of some type of yogurt 
 pre made salads 
 some bread 
 two packages of mushrooms 
 microwave pasta 
 another pre made meal 
 some pastries"
194,434188,2024-06-23T15:29:50.611766Z,2759,0.0,
195,431501,2024-06-21T18:15:55.601963Z,16010,8.0,"a 5kg bag of jasmine rice 
 4 packs of soft gordita tacos 
 powdered harira spice mix 
 hotdog sausages 
 a few tetrapak containers of guava juice drink 
 a smashed roasted coconut drink can 
 bags of unidentifiable cut meat pieces"
196,431501,2024-06-22T18:24:15.709213Z,2834,0.0,"several boxes of juice 
 two colas 
 some spices 
 3 packages of meat 
 2 package of sausages 
 4 package of tortilla 
 one big box of rice"
197,433521,2024-06-20T22:58:49.978181Z,14081,0.0,
198,433211,2024-06-23T15:31:10.443282Z,2759,0.0,"got some salad 
 premade pasta"
199,432460,2024-06-17T19:07:21.168667Z,16010,1.5,"an assortment of bread rolls including multigrain buns 
 a chocolate pastry 
 a pecan nut pastry 
 5 butter croissants"
200,432432,2024-06-17T19:15:27.349502Z,13155,21.0,"several pax of meat 
 vegetables mainly carrot 
 witlof 
 pre cut vegetables 
 fruits apple 
 yoghurt 
 quite a lot of bread 
 pastries"
201,432018,2024-06-16T11:09:48.910614Z,6108,0.0,
202,431947,2024-06-15T18:34:41.744056Z,13155,1.0,"milk bun 
 bread 
 several pastry"
203,429530,2024-06-20T12:16:55.348768Z,2834,6.0,"4 pre made salads 
 a package of mango 
 a lot of yogurt 5 packs of around 6 units 
 some bread 
 3 packages of sushi 
 4 rice pudding 
 2 pastries"
204,429157,2024-06-15T17:47:57.785051Z,2834,0.0,"several boxes of falafel fought 
 5 kilos of kodo flour 
 several hot bean sauce 
 a bottle of red tea 
 tortillas for tacos 
 one taco seasoning"
205,431516,2024-06-17T08:30:30.015975Z,11009,6.0,"ful of pastries 
 ful of baguettes 
 quite some bread rolls 
 a lot of bread 
 including fish 
 vegetables 
 a milk dessert"
206,428704,2024-06-13T18:09:19.795708Z,16010,4.0,"a pack of cheese-filled halal chicken cocktail sausages 
 3 half-kilo bags of mini plums 
 ful of ripe bananas 
 a large celery 
 apricots"
207,430800,2024-06-14T10:45:41.464284Z,2759,0.0,"a loot of bread 
 pastries along with two fishes"
208,430479,2024-06-12T19:48:33.408334Z,2759,0.0,"got some sausages 
 a lot of bread 
 pastries"
209,430148,2024-06-10T19:04:10.717074Z,16010,3.0,"3 buns 
 wich bread rolls from the bakery 
 a little tub of strawberry bavarois 
 8 little pots of sugar free cherry yogurt 
 some meat products"
210,430119,2024-06-10T19:23:15.138210Z,13155,18.0,"several pax of meat 
 fruits 
 several herbs 
 cake 
 desserts 
 cheese 
 pastries 
 breads"
211,429664,2024-06-09T13:27:41.041150Z,16248,13.0,"a variety of meat packs 
 a variety of fresh pre-cut vegetables 
 pre-cut fruit mix 
 desserts 
 only 2 bread loaves"
212,427307,2024-06-08T18:35:11.642119Z,13155,12.0,"2 pax of milk 
 2 box of eggs 
 salmon salad 
 yoghurt 
 6 pax of couscous 
 a lot of bread 
 pastry"
213,429227,2024-06-21T13:40:18.559346Z,17853,12.0,a lot of bread meat vegie
214,426925,2024-06-07T18:42:38.384648Z,2834,0.0,"it was mostly drinks 
 1 coca-cola 
 juices 
 2 beer 
 cream for coffee 
 coffee capsules"
215,426925,2024-06-22T05:44:19.523525Z,2789,0.0,"all kinds of drinks sprite 
 beer 
 a lot of coffee creamer 
 coffee ‘cups’"
216,426490,2024-06-07T18:38:29.706242Z,2834,0.0,"different types of fruits 
 cherries 
 peaches 
 a mango 
 a watermelon 
 grapes 
 another fruit thatcouldn't identify"
217,428520,2024-06-05T22:03:33.926139Z,14081,0.0,
218,426287,2024-06-22T05:41:18.482513Z,2789,0.0,"i got all kinds of food: meat 
 a small salad 
 fruit 
 hotdogs 
 a loaf of bread"
219,428517,2024-06-05T19:31:41.470844Z,16010,10.0,"tiger bread loaves 
 a few large oval artisan breads 
 a packaged mozzarella ball 
 3 tubs of half-kilo mashed potatoes with spinach 
 a little tub of brussels cheese 
 a head of young lettuce 
 5 poppy seed buns 
 ful of baked pastries raisin roll 
 butter croissants 
 chocolate filled jumbo croissant"
220,425924,2024-06-04T19:51:53.445474Z,12899,2.5,"got some pastries 
 quiche 
 a jar of pickles 
 some fruits"
221,427783,2024-06-03T18:09:49.662317Z,13155,20.0,"a lot of pastry 
 small bread 
 but also some big bread 
 were not overwhelmed by the food 
 cheese from the green stickers"
222,427432,2024-06-02T14:46:01.890151Z,16248,19.0,"a variety of meat packs 
 several packs of pre-cut fruit mix 
 grapes 
 fruit desserts 
 iceberg lettuce 
 several packs of 'mélange de crudités' several packs of fresh yeast 
 yoghurts 
 also got some pastries 
 a manageable amount of bread"
223,425073,2024-06-01T18:54:10.366617Z,2834,0.0,"some kip salads boxes 
 bag of veggies 
 a pot of chocolate paste 
 some snacks 
 a couple of breads 
 a bottle of oil"
224,426994,2024-05-31T18:57:38.123486Z,16010,6.0,"5 sausage rolls 
 2 butter croissants 
 assortment of lots of bread whole grain baguettes 
 white bread loaves 
 artisan massive brown bread rolls 
 2-4 packs of processed deli ham slices 
 a mini pack of frozen scampipannetje 
 a pack of duo pork sausages 
 a packaged mozzarella ball"
225,426941,2024-05-31T18:23:56.263421Z,15799,0.0,other than there was 4 bags of bread one for each person inside
226,426657,2024-05-30T18:49:39.235553Z,14081,0.0,"a bag of bread 
 a packet of spinach"
227,426635,2024-05-30T18:48:16.007095Z,14081,0.0,
228,426632,2024-05-30T20:25:30.124339Z,16465,15.0,
229,424209,2024-05-30T16:12:16.850198Z,15952,0.0,the shopkeepers told us that they already gave the food away to someone else
230,426326,2024-06-05T21:41:03.355101Z,3368,7.0,"lots of lettuce 
 some cheese filled peppers 
 premade s 
 noodle bowl 
 some pastry"
231,426298,2024-05-29T21:06:08.844730Z,9015,0.0,"meat 
 veggies 
 bread 
 milk 
 too much bread for 2"
232,426298,2024-06-05T21:37:35.468033Z,3368,10.0,"some beef 
 fruit 
 veggies 
 sweet milk 
 lots of bread 
 some pastry"
233,425933,2024-05-29T21:24:29.303372Z,9015,0.0,
234,425882,2024-05-28T17:54:59.611328Z,13155,20.0,"a lot of food for 3 persons 
 a lot of pastries 
 small bread 
 big breads 
 several pax of salads 
 3 pax of vegetables"
235,423312,2024-05-30T16:10:44.365433Z,14081,4.0,"pastries 
 bread rolls 
 baguettes 
 3 pack noodles 
 a pack of mixed salad"
236,425591,2024-05-28T14:17:18.987851Z,6108,23.0,"several packs of emmental cheese 
 2 mangos 
 3 carrots 
 2 packs chopped bell peppers 
 2 packs baby bell peppers 
 3 packs mixed salad 
 3 lettuces 
 2 packs artisan mini pancakes 
 also got quite some pastries 
 not too much bread"
237,425554,2024-05-27T17:07:48.810099Z,6719,10.0,"quite some pastries 
 small breads 
 no big loafs 
 a few fresh herbs 
 veggies"
238,425195,2024-05-26T12:01:44.193612Z,13155,10.0,"mainly bread 
 but also dessert 
 2 bags of milk bread 
 cinnamon bread 
 some pastry"
239,422792,2024-05-26T03:22:32.956326Z,15952,5.0,"i got pastries 
 two breads 
 one pack of banana"
240,425076,2024-05-25T17:07:58.835832Z,16010,0.0,no food available today
241,425076,2024-05-25T17:16:51.939602Z,2751,0.0,
242,425054,2024-05-28T12:38:47.800192Z,2789,0.0,"there were a few loafs of bread 
 a lot of bread rolls 
 small baguettes 
 no other products"
243,422467,2024-05-24T22:00:21.283729Z,2834,0.0,"some pre made package of different salads 
 some pastries 
 a couple of chocolates"
244,424724,2024-05-25T08:05:02.553596Z,16248,24.0,"several packs of meat 
 pre-made meals 
 vegetables 
 fruit 
 a variety of pastry 
 artisan bread 
 regular baker's bread"
245,422412,2024-05-24T21:58:16.519814Z,2834,0.0,"everything went well several packages of frozen salmon 
 garlic 
 some rice snack"
246,424356,2024-05-29T08:28:01.634057Z,3368,0.0,
247,422088,2024-05-25T13:34:00.874825Z,14081,4.0,no pastries
248,421958,2024-05-24T21:53:21.904278Z,2834,0.0,"bananas 
 strawberries 
 cherries 
 celery 
 spinach 
 also small bags of some sort of chips"
249,424046,2024-05-23T00:14:02.275952Z,14081,0.7,"2 bags of bread 
 a diced mixed vegetables"
250,424021,2024-05-23T00:11:00.781141Z,14081,0.0,
251,421703,2024-05-22T18:50:42.827504Z,13155,8.0,"a lot of banana today 
 salad 
 2 bags of small bread 
 pastry"
252,424018,2024-05-22T19:22:27.761176Z,17773,10.0,"a lot of meat 
 ready-made meals 
 a carton of boiled eggs 
 some fruit 
 some pastries"
253,423662,2024-05-21T18:13:40.915675Z,15952,0.0,
254,423610,2024-05-28T12:37:38.172601Z,2789,0.0,"lots of bread rolls 
 baguettes 
 only 1 loaf of bread"
255,423349,2024-05-21T15:18:41.196647Z,14081,0.4,"3 bread rolls 
 2 croissants"
256,423322,2024-05-21T06:19:06.231890Z,16248,13.0,some bread was brought to agora
257,422849,2024-05-18T19:47:50.051950Z,13155,4.0,"bread 
 some bread went to agora"
258,420442,2024-05-19T10:38:37.989939Z,2789,6.0,"one loaf of bread 
 a few bread rolls 
 salad 
 onion 
 lots of meat products thatshared with others :"
259,422508,2024-05-17T19:08:12.881630Z,2789,4.0,"i got 3 donuts 
 3 baguettes 
 a lot of small bread rolls 
 3 packs of cut vegetables 
 i brought most of the bread to agora"
260,419640,2024-05-24T22:02:51.039379Z,2834,0.0,bananas
261,419437,2024-05-15T18:17:05.635206Z,15952,1.5,"i got fresh eggs 
 2 pastries 
 some breads"
262,421714,2024-05-16T17:05:18.784283Z,16248,12.0,"several packs of various meat 
 2 packs of delicious steak 
 1 pack of smoked fish 
 3 packs of mashed potatoes 
 2 peaches 
 1 watermelon 
 1 pack of spicy peppers 
 also got 3 pastries 
 5 bread loaves"
263,421350,2024-05-14T18:57:00.991324Z,15952,15.0,"lot's of bread 
 pastries 
 vegetables 
 one pack of meat 
 samuel dropped the bread in agora"
264,418733,2024-05-13T20:26:43.919886Z,14081,0.0,"pastries baguettes 
 cheese"
265,420983,2024-05-13T21:28:00.510326Z,2834,0.0,"which was a pity since there was a lot of bread to carry to agora 
 salad packs 
 several vegetables packs 
 carrots 
 one pack of carrots 
 one pack of salamis 
 3 avocados 
 one pack of tomatoes 
 boiled eggs 
 one pack of regular eggs 
 a suit bread 
 plenty of pastries 
 a lot of bread"
266,420560,2024-05-12T13:39:47.884418Z,13155,20.0,"so many food today 
 help from 2 members of food saving leuven 
 several pax of meat 
 several pax of spinach 
 other vegetables 
 fruit 
 dessert 
 3 pax of mushroom 
 a lot of yoghurt 
 a lot of breads"
267,418192,2024-05-11T17:30:48.219485Z,13155,8.0,"1 pax of chicken legs 
 5 eggs 
 3 pax of vegetables 
 1 pax chicken pasta salad 
 1 pax grapes 
 2 pax strawberry 
 2 pax berry granola 
 several pastry 
 small breads"
268,420172,2024-05-11T11:04:24.373273Z,14081,0.0,a bag of bread
269,420144,2024-05-27T13:26:39.646523Z,14981,15.0,"take some bread 
 the other one called help for bread too 
 lot of meat 
 bread 
 some pastries 
 some fruit"
270,417824,2024-05-10T18:21:56.015218Z,2834,0.0,"a lot of spices anis 
 some snacks 
 coca cola"
271,417824,2024-05-27T13:20:40.457409Z,14981,5.0,
272,420092,2024-05-12T09:52:48.101617Z,11009,9.0,"lots of bread 
 some pastries 
 some baguettes 
 bread rolls"
273,419789,2024-05-10T12:06:00.322668Z,16248,12.0,"9 pastries 
 8 bread loaves 
 3 watermelon 
 2 packs of sausages 
 1 ready to eat salad 
 2 packs of chopped salad"
274,419449,2024-05-09T06:58:26.145641Z,16248,18.5,"6 packs of chopped meat 
 a variety of vegetables in very good condition 
 9 bread loafs 
 no pastries"
275,416810,2024-05-08T12:50:42.492437Z,2755,2.0,"one loaf of bread 
 five pastries 
 one ready to eat chicken salad"
276,419102,2024-05-07T19:32:00.450801Z,13155,20.0,"more than 5 pax of raw meat pork 
 beef 
 1 pax sausage 
 1 pax chicken burger 
 1 pax fish 
 several tuna spread 
 raw pasta 
 a lot of bread 
 pastries 
 share the food with filip"
277,416479,2024-05-06T18:34:39.612627Z,2834,0.0,"apples 
 strawberries 
 grapes 
 some yoghurt 
 a pre-made meal 
 eggs 
 also bread 
 pastries"
278,418707,2024-05-06T19:06:37.208127Z,13155,15.0,"mainly pastries 
 small breads 
 brown breads 
 1 pax of young corn with green sticker"
279,418314,2024-05-05T11:40:12.524243Z,16465,0.0,someone took foods before us
280,418195,2024-05-04T18:50:02.187607Z,2789,15.0,"lots of bread today 
 no other products 
 lots of bread 
 loafs 
 a few smaller bread rolls"
281,417919,2024-05-03T22:43:06.121148Z,14081,0.0,
282,417891,2024-05-04T07:40:37.502533Z,13521,30.0,"lots of bread 
 both had to go to agora with our bikes full of bread 
 also some bread rolls 
 pastries around 10 of each 
 also lots of meat around 10 packets 
 2 chicken curry meals"
283,415601,2024-05-03T19:13:35.293146Z,2789,5.0,"quite a few packs of noodles 
 hot bean sauce 
 salmon 
 monster energy drink"
284,417840,2024-05-04T05:14:32.019661Z,16248,22.0,"the amount of bread was manageable 
 about 10 croissants 
 10 bread rolls 
 14 bread loaves 
 also received 4 packs tomatoes 
 1 chinese cabbage"
285,417471,2024-05-03T06:34:50.890398Z,16248,11.0,"9 bread loaves 
 about 20 pastry 
 celery 
 chinese cabbage 
 her children 
 the kids were very happy with the pastry"
286,415133,2024-05-02T16:27:56.461309Z,13155,12.0,"a lot of tomatoes 
 bananas 
 avocadoes"
287,415133,2024-05-06T18:39:54.473445Z,2834,0.0,"a lot of fruit 
 mainly avocado 
 tomatoes 
 bananas 
 a mango"
288,417208,2024-05-01T21:25:07.676675Z,14081,0.0,a bag of bread
289,417180,2024-05-01T18:25:40.482033Z,16248,8.0,"received 6 bread loaves 
 carrot bread spreat 
 vegan curry bread spreat 
 2 prepared meals"
290,416854,2024-04-30T21:51:06.156351Z,14081,0.4,about two bags of bread rolls but no pastries
291,416517,2024-04-29T19:05:35.116633Z,2834,0.0,small bread to save
292,414201,2024-04-30T21:53:39.108433Z,14081,9.0,"6 apples 
 3 fish 
 11 bag beans 
 abut 7 kgs of bread loaf 
 baguettes 
 but no pastries 
 2 packs of boiled eggs"
293,416490,2024-04-29T19:17:41.106595Z,13155,20.0,"4 pax of emmental cheese 
 5 pax of meat beef 
 pork 
 1 sausage 
 several dessert 
 some vegetables 
 a lot of pastry 
 bread 
 we share the food with filip"
294,416098,2024-04-28T13:42:44.049836Z,16248,11.0,"not too many bread loaves about 6 
 2 packs of sliced bread 
 2 packs of salad 
 1 pack of chopped carrots 
 3 prepared meals"
295,415954,2024-04-28T07:07:12.574205Z,11009,13.0,"10-ish pastries 
 a lot of bread rolls 
 a lot of baguettes 
 a decent amount of bread not huge"
296,415698,2024-04-27T03:05:25.654032Z,14081,0.6,3 mini baguettes
297,413382,2024-04-26T19:24:30.149953Z,13155,1.5,"2 bread loafs 
 some small breads 
 pastry 
 2 veggies bag one small tortilla"
298,413327,2024-04-26T18:49:27.367853Z,2834,0.0,"some beers 
 energy drinks 
 noodles 
 canned vegetals 
 a package of vegan bacon 
 frozen meat 
 frozen bread 
 palm sugar"
299,415299,2024-04-25T18:56:25.720037Z,14081,0.1,
300,415277,2024-04-25T22:33:31.553086Z,16280,0.0,
301,412898,2024-04-25T15:13:43.285903Z,2834,0.0,
302,412699,2024-04-24T18:49:13.788858Z,13521,2.0,"2 vegetable mix packets 
 4 bread rolls 
 around 8 pastries 
 people working in the shop are very friendly"
303,414921,2024-04-24T19:24:22.615748Z,13555,0.0,"we collected 4 breads 
 3 pieces fruit 
 some meat 
 cheese"
304,412325,2024-04-23T18:33:25.235451Z,15952,2.0,"i got one bag of vegetable 
 chicken fajita 
 pastries 
 breads"
305,414553,2024-05-01T09:25:29.830846Z,2751,0.0,
306,412175,2024-04-24T19:22:24.119939Z,13555,0.0,
307,412175,2024-04-25T15:13:09.467017Z,2834,0.0,good beer
308,411991,2024-04-22T18:19:00.683571Z,12836,2.0,"eggs 
 yougurt drink 
 2 vegetable bags 
 two pumpkins"
309,414212,2024-04-22T19:20:49.030936Z,16465,20.0,"there were a lot of breads 
 salads 
 some cheese"
310,414175,2024-04-22T18:21:40.518341Z,12836,3.0,"three vegetable bags 
 one watermelon 
 pastries 
 bread"
311,413804,2024-04-21T12:27:35.756016Z,16465,20.0,"mix of meats 
 veggie 
 breads"
312,413804,2024-04-25T15:12:26.211787Z,2834,0.0,"some veggies 
 meat 
 bread 
 pastries 
 desserts"
313,413691,2024-04-20T18:45:53.531755Z,16465,15.0,"there was a lot of bread loafs 
 we collected food for agora"
314,413670,2024-04-21T12:42:14.886932Z,2834,0.0,"mainly bread 
 pastries 
 the extra bread was dropped at agora"
315,413396,2024-04-21T06:48:28.654630Z,13521,30.0,"loads of bread 
 also baking soda for saskia 
 because saskia was able to take the bread"
316,411141,2024-04-21T12:37:58.157213Z,2834,0.0,"spices 
 energy drinks 
 some rice snacks 
 two bouquets with pickle chili 
 a pack of noodles 
 chai tea"
317,413040,2024-04-19T16:29:10.817146Z,13521,10.0,"lots of bread 
 also some pastries 
 children's yoghurts 
 4 egg cartons 
 fruits 
 vegetables sweet paprika 
 lunch meats 
 goat cheese"
318,412991,2024-04-23T12:44:29.768343Z,15562,3.0,"only a few breads 
 some meat"
319,410721,2024-04-18T17:10:14.494308Z,13155,15.0,"so many vegetables 
 fruits 
 spinach 
 avocadoes 
 mango"
320,410721,2024-04-18T19:04:34.154287Z,16465,5.0,"a lot of vegetables 
 some expired tuna spreads"
321,412739,2024-04-19T08:10:45.030904Z,14081,0.1,
322,412711,2024-04-18T20:45:08.238485Z,2834,0.0,there was no food to save
323,412369,2024-04-16T18:45:35.367500Z,14081,0.2,
324,410171,2024-04-16T18:18:37.913960Z,13155,7.0,"tonijn salade 
 pasta prosciutto 
 2 cooking cream 
 4 pastry"
325,412284,2024-04-16T17:33:43.497468Z,15952,13.0,"bunch of bread 
 pastries 
 cheese 
 some breads were dropped in agora"
326,409840,2024-04-16T18:41:45.260859Z,14081,7.0,"1 cut vegetables 
 1 bag pastries 
 salmon salad"
327,412002,2024-04-15T19:39:00.403111Z,15952,15.0,"lots of pork 
 beef 
 chicken as well 
 vegetables 
 pastries 
 share the meats to another food saving member"
328,412002,2024-04-15T19:19:44.334727Z,13155,0.0,"8 pax of meat 
 including gyros 
 vegetables 
 dessert 
 bread"
329,411624,2024-04-14T11:45:58.592288Z,16465,20.0,"it was so much veggie 
 meats"
330,411624,2024-04-14T18:39:56.058856Z,6108,0.0,
331,411552,2024-04-13T18:40:29.172093Z,13155,0.5,"one bag of pastry 
 4 pieces of cheese pastry"
332,409031,2024-04-12T22:00:40.871570Z,2755,3.0,"a few bread rolls 
 pastries 
 bananas 
 two salad mix"
333,411210,2024-04-12T20:50:52.107489Z,16248,21.0,"3 packs of chopped meat 
 1 pack sausages 
 2 packs hamburgers 
 1 prepared americain préparé meat spread 
 2 garlic 
 300gr carrots 
 18 bread loaves of which some were brought to agora by saskia"
334,408976,2024-04-12T17:52:51.798956Z,2834,0.0,"there was packages of frozen meat 
 meatballs 
 spices didn't recognize some of them  
 dry lemons 
 sauces 
 filled eggs"
335,408976,2024-04-13T06:12:49.018580Z,13521,5.0,"some packets of dried citrus fruits 
 pickle crisps 
 quite some spice packets anis 
 red peper berries 
 also some frozen items: fried squid 
 rice balls with peanut sauce 
 meat snacks"
336,410884,2024-04-13T23:43:58.601168Z,14081,0.4,a salad
337,410858,2024-04-12T17:47:44.861150Z,2834,0.0,"some veggies 
 eggs 
 some fruits 
 also there were pastries 
 bread"
338,410565,2024-04-12T21:58:52.997350Z,2755,1.0,"bag of spinach 
 pack of sausages"
339,410482,2024-04-10T17:59:41.429422Z,13155,20.0,"pastry 
 bread as usual 
 4 pax of plant base meat with the green sticker"
340,407963,2024-04-09T20:19:38.243524Z,16465,5.0,
341,410182,2024-04-10T16:31:52.825852Z,16280,0.0,
342,410130,2024-04-30T15:15:18.288531Z,14981,0.0,
343,409851,2024-04-08T18:35:37.976661Z,13155,9.0,"1 pax of salad 
 1 pax of singaporean noodle 
 fish 
 vegetables 
 also got sliced bread 
 pastries"
344,409459,2024-04-07T11:52:46.895205Z,16465,10.0,"variation of food fruits 
 meat 
 vegetables"
345,409459,2024-04-07T10:48:54.114973Z,16248,0.6,"4 pax of meat 
 sohad 2 pax of meat for each of us 
 bread 
 pastry 
 one salad 
 bananas"
346,409075,2024-04-06T00:08:05.234915Z,14081,0.5,
347,409045,2024-04-05T18:05:41.678596Z,6108,0.0,
348,409045,2024-04-05T18:20:08.459311Z,16465,0.0,
349,408990,2024-04-07T20:17:03.070425Z,15562,12.0,"many pastries 
 some breads 
 vegetables 
 meat"
350,408718,2024-04-06T00:10:12.188921Z,14081,0.0,
351,406320,2024-04-04T18:37:41.490515Z,13155,3.0,"1 pax of meat 
 labneh 
 several pax of yoghurt 
 dessert 
 bread 
 pastry"
352,408694,2024-04-06T06:12:49.824968Z,16248,21.0,"today a variety of vegetables : 5 eggplants 
 iceberg lettuce 
 2 pumpkins 
 also got bread 
 pastries which was brought to agora same day"
353,406193,2024-04-04T15:57:37.310849Z,13155,9.0,"3 cabbages 
 3 packs of cheese 
 3 tin coffee 
 3 mangoes 
 grapes 
 7 packs of halal chicken sausage"
354,408394,2024-04-03T18:46:46.783760Z,2755,1.0,two moussaka
355,408290,2024-04-04T09:54:37.686992Z,3109,0.0,"lots of bread 
 pastries 
 one ready to eat tuna salad"
356,408290,2024-04-04T06:23:45.771105Z,16248,23.0,"a green cabbage 
 a pointed cabbage 
 some yogurt 
 there was a big amount of pastry 
 many breads 
 everyone took his part of the bread which was nice"
357,408007,2024-04-03T18:45:39.459610Z,2755,0.0,
358,408007,2024-04-06T00:07:16.606736Z,14081,0.0,
359,407974,2024-04-02T21:07:24.284933Z,2834,0.0,"lettuce 
 yoghurt 
 plenty of bread 
 pastries 
 the extra bread was dropped of at agora"
360,407647,2024-04-03T18:44:51.524354Z,2755,3.0,"few pastries 
 one ready to eat salad 
 one pasta"
361,407621,2024-04-02T07:35:13.114735Z,16248,13.0,"1 pax of chicken hearts 
 4 portions of spinach 
 pastries 
 16 bread loaves"
362,402739,2024-04-01T11:28:40.686167Z,13155,6.0,"4 countainer 1 liter each of food rice 
 mashed potatoes 
 potatoes 
 5 pieces of meat burger 
 4 breads"
363,407105,2024-03-31T12:42:19.039910Z,2755,20.0,"roughly 15 breads for agora 
 lots of pastry for agora 
 variety of alot meat packs 
 mince / pork / chicken / beef/ burger patties / sausages"
364,407032,2024-03-31T12:39:21.779770Z,2755,0.0,"pasta linguini 
 ready to eat tuna salad 
 beef microwave meal 
 pastries 
 bread rolls"
365,404821,2024-03-30T21:02:57.605713Z,16248,6.5,"4 different breads 
 6 ready to eat salad 
 3 pax of porc sausages 
 2 pax of bio hamburgers 
 all this food in very good condition"
366,408479,2024-03-30T19:54:54.951081Z,16248,0.0,
367,408479,2024-03-31T20:47:06.350975Z,2834,0.0,this beer is super nice
368,408479,2024-04-09T12:30:43.893273Z,6719,50.0,
369,406708,2024-03-29T20:53:29.552579Z,2755,0.0,"two donuts 
 ready to eat pasta 
 ready to eat salad 
 chicken wrap"
370,404502,2024-03-29T20:29:13.013485Z,14081,16.0,"7 packs of mix vegetables 
 three bags of pastries 
 4 bread loafs 
 7 baguettes 
 1 ready to eat salat"
371,406683,2024-03-30T08:00:46.948986Z,16248,17.0,"1 salad 
 large bread loaves of which part of it will be brought to agora round noon today"
372,404446,2024-03-31T12:38:05.481015Z,2755,0.0,"spices 
 chilli sauce 
 a few beers 
 a few other fruity alcoholic drinks"
373,406627,2024-03-29T19:30:26.500610Z,11009,10.0,only bread
374,402738,2024-03-31T12:36:31.456235Z,2755,0.0,
375,406356,2024-03-29T13:27:23.558530Z,14081,0.5,two ready to eat salad
376,404143,2024-03-28T19:57:53.268339Z,13155,0.5,"1 chicken salad 
 several pastries"
377,404005,2024-03-28T16:29:32.283791Z,16465,10.0,
378,406045,2024-03-31T12:33:46.367948Z,2755,0.0,"pastries 
 one ready to eat meal"
379,405964,2024-03-27T20:59:44.232395Z,2834,0.0,"a lot of bread 
 some pastries"
380,405689,2024-03-31T12:32:48.693560Z,2755,0.0,"pastry 
 bread rolls"
381,405349,2024-03-31T12:30:00.664873Z,2755,0.0,"pasta salad 
 pastries"
382,405322,2024-03-25T19:41:42.098416Z,13155,9.0,"several pax of meat 
 vegetables paprika 
 tomato 
 onion 
 fruits several oranges 
 apples 
 some pastries 
 breads"
383,402729,2024-03-31T12:28:23.780303Z,2755,0.0,"2 ready to eat chicken salad 
 1 salmon salad 
 1 brocolli 
 potatoes 
 pastries 
 bread rolls"
384,404824,2024-03-31T12:25:50.347646Z,2755,15.0,"bread 
 pastries 
 a few fruits to share"
385,404805,2024-03-24T17:48:31.282467Z,15710,8.0,"lots of bread as usual 
 some pastries 
 some tuna salads"
386,404541,2024-03-23T00:26:26.612665Z,14081,0.0,"sliced bread 
 a bag of pastries 
 a mix vegetables bag"
387,404541,2024-03-31T12:24:01.081737Z,2755,0.0,"pastries 
 mixed vegetables"
388,402727,2024-03-31T12:22:43.126606Z,2755,0.0,"three boxes of boiled eggs 
 few pastries 
 grapes"
389,404516,2024-03-23T07:47:12.690790Z,16248,10.5,"8 large bread loaves 
 1 sausage 
 1kg potatoes"
390,402735,2024-03-31T12:21:33.263182Z,2755,0.0,
391,404460,2024-04-09T12:30:16.647355Z,6719,12.0,
392,404179,2024-03-31T12:19:55.911288Z,2755,0.0,pastries
393,404158,2024-03-31T12:18:37.108101Z,2755,0.0,
394,404155,2024-03-31T12:18:03.900939Z,2755,0.0,"lots of bread 
 pastries for agora"
395,404100,2024-03-24T07:21:15.369329Z,11009,8.0,"no pastries 
 a few bread rolls 
 ~30 bread loaves 
 some bread was brought to agora"
396,401837,2024-03-21T17:16:02.174029Z,13155,20.0,"3 pineapples 
 chinese cabbage 
 a lot of avocadoes 
 spinach 
 many turkish bread 
 cookies 
 popcorn"
397,402724,2024-03-19T19:27:20.343108Z,13155,2.0,a bag of pastries
398,403158,2024-03-24T17:46:38.183202Z,15710,2.0,"had some bread 
 some pastries 
 a bag of soia sprouts"
399,402723,2024-03-19T11:41:00.346361Z,2755,0.0,"dozen eggs 
 3 ready to eat salads 
 3 loaves of bread"
400,403130,2024-03-18T20:01:35.825287Z,13155,10.0,"a lot of pastries 
 sliced bread 
 some big bread 
 a pax of mushroom 
 some of the bread 
 pastries went to agora"
401,402668,2024-03-16T19:58:17.824465Z,13155,0.5,"1 sliced bread 
 1 bag of small bread 
 pastry"
402,402622,2024-03-18T15:28:38.271827Z,3365,0.0,
403,402326,2024-03-15T20:04:34.415033Z,16248,8.5,"8 small bread loaves 
 4 large bread loaves 
 6 pastries"
404,402273,2024-03-18T17:24:06.308750Z,15710,7.0,there was a lot of bread as usual
405,402273,2024-04-07T20:15:21.133356Z,15562,12.0,"many pastries 
 +-12 breads 
 some meat 
 vegetables"
406,402001,2024-03-14T22:40:26.071465Z,2755,0.0,"pastry 
 one ready to eat baguette"
407,402721,2024-03-14T22:39:06.561374Z,2755,0.0,"4 loaves of bread 
 a few bread rolls 
 baguettes 
 6 ready to eat chicken salads"
408,401661,2024-03-13T19:32:06.708068Z,16232,0.0,
409,401347,2024-03-13T15:25:23.429743Z,15710,7.5,"sausages 
 chicken breasts as well as yogurt 
 bread 
 lots of donuts 
 moreover a lot of salsa martino 
 some fake meat hamburgers"
410,402719,2024-03-12T19:36:14.337012Z,2755,0.0,"4 packs of pork steaks 
 pack of 5 eggs 
 1 pack wok mix veg 
 2 packs sphagetti mix veg"
